"id","neighbourhood","city","state","zipcode","property_type","room_type","bedrooms","price","last_review","review_scores_rating","review_scores_value","reviews_per_month","availability_30","availability_365"
"9049606","U Street Corridor","Washington","DC","20001","Townhouse","Entire home/apt","2","$110.00 ",2017-12-26T00:00:00.0000000,"90","9","0.55","2","10"
"7103","Berkley","Washington","DC","20007","House","Private room","1","$99.00 ",2017-12-25T00:00:00.0000000,"96","10","0.99","0","128"
"16258977","Glover Park","Washington","DC","20007","Condominium","Entire home/apt","2","$78.00 ",2017-12-25T00:00:00.0000000,"100","10","0.4","0","0"
"3746270","Logan Circle","Washington","DC","20005","Apartment","Entire home/apt","1","$149.00 ",2017-12-24T00:00:00.0000000,"100","10","0.37","0","0"
"2304761","U Street Corridor","Washington","DC","20009","Apartment","Private room","1","$50.00 ",2017-12-24T00:00:00.0000000,"100","10","0.24","12","275"
"427825","Bloomingdale","Washington","DC","20001","Apartment","Entire home/apt","2","$149.00 ",2017-12-23T00:00:00.0000000,"86","9","0.13","5","153"
"5680378","Manor Park","Washington","DC","20011","House","Private room","1","$55.00 ",2017-12-23T00:00:00.0000000,"93","9","0.47","8","287"
"723716","Mount Pleasant","Washington","DC","20010","Apartment","Entire home/apt","0","$55.00 ",2017-12-23T00:00:00.0000000,"85","9","0.36","0","62"
"14893473","Near Northeast/H Street Corridor","Washington","DC","20002","Apartment","Entire home/apt","2","$184.00 ",2017-12-23T00:00:00.0000000,"97","9","0.91","0","0"
"9432339","West End","Washington","DC","20037","Apartment","Entire home/apt","1","$146.00 ",2017-12-23T00:00:00.0000000,"100","9","0.39","23","229"
"4286181","Douglass","Washington","DC","20020","House","Private room","1","$65.00 ",2017-12-22T00:00:00.0000000,"100","10","0.28","0","265"
"6815426","Kingman Park","Washington","DC","20002","Townhouse","Private room","1","$100.00 ",2017-12-22T00:00:00.0000000,"100","10","0.26","9","294"
"15445826","Eckington","Washington","DC","20002","Apartment","Private room","1","$41.00 ",2017-12-21T00:00:00.0000000,"100","10","0.72","0","24"
"5475287","Edgewood","Washington","DC","20002","Apartment","Entire home/apt","1","$100.00 ",2017-12-21T00:00:00.0000000,"89","9","0.31","14","74"
"6557100","Bloomingdale","Washington","DC","20001","House","Private room","1","$37.00 ",2017-12-20T00:00:00.0000000,"100","10","0.14","15","286"
"4025236","Colonial Village","Washington","DC","20012","House","Private room","1","$60.00 ",2017-12-20T00:00:00.0000000,"95","9","0.74","0","271"
"12537603","Adams Morgan","Washington","DC","20009","Apartment","Private room","1","$55.00 ",2017-12-19T00:00:00.0000000,"89","9","1.33","8","168"
"5009416","Anacostia","Washington","DC","20020","House","Private room","1","$92.00 ",2017-12-19T00:00:00.0000000,"98","10","0.51","0","280"
"15328533","Michigan Park","Washington","DC","20017","House","Private room","1","$40.00 ",2017-12-19T00:00:00.0000000,"97","10","0.98","0","98"
"627758","Burleith","Washington","DC","20007","House","Entire home/apt","2","$299.00 ",2017-12-18T00:00:00.0000000,"88","9","0.11","27","362"
"16244345","Logan Circle","Washington","DC","20009","Apartment","Private room","1","$50.00 ",2017-12-18T00:00:00.0000000,"100","10","0.19","0","0"
"7819406","Mount Pleasant","Washington","DC","20010","House","Private room","1","$69.00 ",2017-12-18T00:00:00.0000000,"98","10","0.39","0","251"
"16425968","Mount Vernon Square","Washington","DC","20001","Apartment","Private room","1","$110.00 ",2017-12-18T00:00:00.0000000,"","","0.21","26","103"
"1795916","West End","Washington","DC","20037","Apartment","Entire home/apt","1","$228.00 ",2017-12-17T00:00:00.0000000,"88","10","0.16","30","143"
"9493335","West End","Washington","DC","20037","Apartment","Entire home/apt","1","$146.00 ",2017-12-17T00:00:00.0000000,"93","8","0.42","23","235"
"9604307","Truxton Circle","Washington","DC","20001","House","Entire home/apt","2","$180.00 ",2017-12-16T00:00:00.0000000,"99","10","2.35","0","0"
"1619213","Adams Morgan","Washington, D.C.","DC","20009","Apartment","Private room","1","$85.00 ",2017-12-15T00:00:00.0000000,"96","9","0.25","0","249"
"14296429","Adams Morgan","Washington","DC","20009","Townhouse","Private room","1","$50.00 ",2017-12-15T00:00:00.0000000,"100","10","1.07","0","227"
"3761244","Capitol Hill","Washington","DC","20003","House","Private room","1","$84.00 ",2017-12-14T00:00:00.0000000,"95","10","0.13","0","319"
"13900504","Benning Ridge","Washington","DC","20019","House","Private room","2","$159.00 ",2017-12-12T00:00:00.0000000,"87","9","0.4","0","189"
"8936978","Downtown/Penn Quarter","Washington","DC","20004","Apartment","Entire home/apt","2","$249.00 ",2017-12-12T00:00:00.0000000,"100","10","0.19","3","247"
"14163030","Kalorama","Washington","DC","20008","Townhouse","Private room","1","$75.00 ",2017-12-12T00:00:00.0000000,"87","8","0.45","0","0"
"10104715","Benning","Washington","DC","20019","Other","Private room","1","$95.00 ",2017-12-10T00:00:00.0000000,"100","10","0.27","1","264"
"14263593","Brentwood","Washington","DC","20018","Apartment","Entire home/apt","0","$95.00 ",2017-12-10T00:00:00.0000000,"100","10","0.2","7","271"
"15935358","Capitol Hill","Washington","DC","20002","House","Entire home/apt","2","$258.00 ",2017-12-10T00:00:00.0000000,"100","10","0.2","1","24"
"702090","Manor Park","Washington","DC","20011","House","Private room","1","$55.00 ",2017-12-10T00:00:00.0000000,"93","9","0.44","0","301"
"1839589","Downtown/Penn Quarter","Washington","DC","20001","Apartment","Entire home/apt","2","$363.00 ",2017-12-08T00:00:00.0000000,"97","10","0.23","30","114"
"16216621","Georgetown","Washington","DC","20007","Boutique hotel","Private room","1","$125.00 ",2017-12-08T00:00:00.0000000,"100","10","0.19","0","130"
"16154541","LeDroit Park","Washington","DC","20001","House","Entire home/apt","3","$200.00 ",2017-12-08T00:00:00.0000000,"100","10","0.19","0","161"
"15609254","North Michigan Park","Washington","DC","20017","Townhouse","Private room","1","$48.00 ",2017-12-08T00:00:00.0000000,"100","10","0.59","29","364"
"10543751","Capitol Hill","Washington","DC","20003","Apartment","Entire home/apt","0","$185.00 ",2017-12-07T00:00:00.0000000,"99","10","1.16","8","328"
"1865861","Mount Pleasant","Washington","DC","20010","House","Entire home/apt","2","$135.00 ",2017-12-07T00:00:00.0000000,"","","0.12","0","195"
"15831131","Near Northeast/H Street Corridor","Washington","DC","20002","House","Private room","1","$40.00 ",2017-12-07T00:00:00.0000000,"100","10","0.51","0","0"
"15284662","Shaw","Washington","DC","20001","House","Private room","1","$200.00 ",2017-12-07T00:00:00.0000000,"90","10","0.29","0","0"
"3785899","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$110.00 ",2017-12-06T00:00:00.0000000,"93","9","0.47","8","22"
"11047668","Eckington","Washington","DC","20002","Apartment","Entire home/apt","2","$130.00 ",2017-12-05T00:00:00.0000000,"98","10","0.72","0","0"
"3186210","Near Northeast/H Street Corridor","Washington","DC","20002","Apartment","Entire home/apt","1","$99.00 ",2017-12-05T00:00:00.0000000,"94","9","0.52","0","0"
"16071149","Adams Morgan","Washington","DC","20009","Apartment","Entire home/apt","2","$137.00 ",2017-12-04T00:00:00.0000000,"100","10","0.19","0","0"
"3011894","Adams Morgan","Washington","DC","20009","Condominium","Entire home/apt","2","$96.00 ",2017-12-04T00:00:00.0000000,"93","9","0.1","0","130"
"12969922","Capitol Hill","Washington","DC","20002","Apartment","Entire home/apt","1","$115.00 ",2017-12-04T00:00:00.0000000,"100","10","0.47","0","10"
"4129295","Forest Hills","Washington","DC","20008","Apartment","Private room","1","$84.00 ",2017-12-02T00:00:00.0000000,"97","10","3.39","12","12"
"16041840","Columbia Heights","Washington","DC","20010","Apartment","Entire home/apt","0","$87.00 ",2017-12-01T00:00:00.0000000,"80","8","0.19","0","0"
"2458869","Bloomingdale","Washington","DC","20001","Apartment","Entire home/apt","1","$105.00 ",2017-11-30T00:00:00.0000000,"100","9","0.22","0","188"
"16148494","Barney Circle","Washington","DC","20003","Apartment","Entire home/apt","2","$199.00 ",2017-11-28T00:00:00.0000000,"","","0.18","30","90"
"1433344","Capitol Hill","Washington","DC","20003","House","Entire home/apt","3","$239.00 ",2017-11-28T00:00:00.0000000,"91","9","0.31","9","284"
"15037395","Cleveland Park","Washington","DC","20008","Condominium","Entire home/apt","0","$120.00 ",2017-11-28T00:00:00.0000000,"95","10","0.51","7","136"
"6677839","Columbia Heights","Washington","DC","20009","Apartment","Entire home/apt","1","$75.00 ",2017-11-28T00:00:00.0000000,"100","9","0.32","0","66"
"16082532","Petworth","Washington","DC","20011","Apartment","Entire home/apt","1","$50.00 ",2017-11-28T00:00:00.0000000,"","","0.18","26","86"
"281806","U Street Corridor","Washington","DC","20009","Apartment","Entire home/apt","3","$260.00 ",2017-11-28T00:00:00.0000000,"84","9","0.17","0","227"
"28204","16th Street Heights","Washington","DC","20011","House","Entire home/apt","5","$580.00 ",2017-11-27T00:00:00.0000000,"82","9","0.15","29","364"
"15288880","Adams Morgan","Washington","DC","20009","Loft","Private room","1","$55.00 ",2017-11-27T00:00:00.0000000,"100","10","0.18","0","0"
"4275023","Berkley","Washington","DC","20007","House","Entire home/apt","6","$750.00 ",2017-11-27T00:00:00.0000000,"100","10","0.13","30","365"
"4069444","Capitol Hill","Washington","DC","20003","House","Entire home/apt","3","$350.00 ",2017-11-27T00:00:00.0000000,"89","9","0.37","26","228"
"11374008","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$150.00 ",2017-11-27T00:00:00.0000000,"94","9","0.56","0","0"
"12049961","Foggy Bottom","Washington","DC","20037","Apartment","Entire home/apt","2","$349.00 ",2017-11-27T00:00:00.0000000,"89","9","0.52","5","287"
"14232914","LeDroit Park","Washington","DC","20001","Apartment","Entire home/apt","1","$125.00 ",2017-11-27T00:00:00.0000000,"93","9","0.43","15","75"
"16038784","Logan Circle","Washington","DC","20005","Apartment","Entire home/apt","1","$151.00 ",2017-11-27T00:00:00.0000000,"100","10","0.18","0","0"
"16067986","Near Northeast/H Street Corridor","Washington","DC","20002","House","Private room","1","$45.00 ",2017-11-27T00:00:00.0000000,"100","10","0.18","0","0"
"7146478","U Street Corridor","Washington","DC","20001","Apartment","Entire home/apt","1","$125.00 ",2017-11-27T00:00:00.0000000,"92","9","0.64","0","0"
"12579823","16th Street Heights","Washington","DC","20011","Apartment","Entire home/apt","1","$85.00 ",2017-11-26T00:00:00.0000000,"100","10","0.27","0","0"
"15559034","Barney Circle","Washington","DC","20003","Condominium","Entire home/apt","2","$100.00 ",2017-11-26T00:00:00.0000000,"100","10","0.46","0","0"
"15484350","Columbia Heights","Washington","DC","20010","Other","Entire home/apt","0","$90.00 ",2017-11-26T00:00:00.0000000,"95","9","0.75","0","0"
"1537203","Michigan Park","Washington","DC","20017","House","Private room","1","$75.00 ",2017-11-26T00:00:00.0000000,"60","6","0.13","29","364"
"6181730","West End","Washington","DC","20037","Apartment","Entire home/apt","2","$299.00 ",2017-11-26T00:00:00.0000000,"80","6","0.18","29","364"
"2551952","Adams Morgan","Washington","DC","20009","Apartment","Entire home/apt","2","$177.00 ",2017-11-25T00:00:00.0000000,"98","10","1.42","0","8"
"13607161","Columbia Heights","Washington","DC","20010","Apartment","Entire home/apt","2","$200.00 ",2017-11-25T00:00:00.0000000,"100","10","0.42","0","0"
"15752270","Capitol Hill","Washington","DC","20003","Apartment","Entire home/apt","1","$120.00 ",2017-11-24T00:00:00.0000000,"100","9","0.5","0","0"
"6846210","Judiciary Square","Washington","DC","20001","Apartment","Entire home/apt","1","$129.00 ",2017-11-24T00:00:00.0000000,"100","8","0.18","17","284"
"10262923","16th Street Heights","Washington","DC","20011","Apartment","Entire home/apt","1","$69.00 ",2017-11-23T00:00:00.0000000,"100","10","0.43","0","0"
"8147767","Brookland","Washington","DC","20017","House","Entire home/apt","1","$80.00 ",2017-11-23T00:00:00.0000000,"100","10","0.45","0","270"
"2171039","Downtown/Penn Quarter","Washington","DC","20001","Apartment","Entire home/apt","2","$363.00 ",2017-11-23T00:00:00.0000000,"94","9","0.22","24","138"
"15396528","Downtown/Penn Quarter","Washington","DC","20001","Condominium","Entire home/apt","0","$499.00 ",2017-11-23T00:00:00.0000000,"","","0.18","29","89"
"15988145","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$200.00 ",2017-11-23T00:00:00.0000000,"","","0.18","0","0"
"14419512","River Terrace","Washington","DC","20019","Townhouse","Private room","1","$35.00 ",2017-11-22T00:00:00.0000000,"86","8","0.9","0","0"
"5239084","Kalorama","Washington","DC","20009","Apartment","Entire home/apt","2","$180.00 ",2017-11-21T00:00:00.0000000,"94","9","0.57","6","286"
"13377578","Marshall Heights","Washington","DC","20019","Condominium","Private room","1","$89.00 ",2017-11-21T00:00:00.0000000,"","","0.17","23","358"
"649985","Shepherd Park","Washington","DC","20012","House","Private room","1","$60.00 ",2017-11-21T00:00:00.0000000,"76","8","0.36","29","364"
"11966574","Trinidad","Washington","DC","20002","House","Private room","1","$60.00 ",2017-11-21T00:00:00.0000000,"96","10","3.79","0","251"
"13974702","Capitol Hill","Washington","DC","20002","House","Entire home/apt","1","$100.00 ",2017-11-20T00:00:00.0000000,"84","9","0.56","1","239"
"6870703","Columbia Heights","Washington","DC","20009","Apartment","Private room","1","$90.00 ",2017-11-20T00:00:00.0000000,"98","10","1.91","0","0"
"9786046","Downtown/Penn Quarter","Washington","DC","20005","Apartment","Entire home/apt","2","$599.00 ",2017-11-20T00:00:00.0000000,"80","8","0.37","29","89"
"15523310","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$99.00 ",2017-11-20T00:00:00.0000000,"100","10","0.17","0","0"
"9627500","Foggy Bottom","Washington","DC","20037","Apartment","Entire home/apt","1","$134.00 ",2017-11-20T00:00:00.0000000,"80","6","0.17","29","300"
"8035516","Georgetown","Washington","DC","20007","House","Entire home/apt","3","$350.00 ",2017-11-20T00:00:00.0000000,"93","10","0.52","7","180"
"12468659","Glover Park","Washington","DC","20007","House","Private room","1","$75.00 ",2017-11-20T00:00:00.0000000,"100","10","0.16","0","247"
"10418749","Adams Morgan","Washington","DC","20009","House","Private room","1","$61.00 ",2017-11-19T00:00:00.0000000,"100","9","0.23","2","254"
"14945624","Benning Ridge","Washington","DC","20019","Apartment","Entire home/apt","2","$199.00 ",2017-11-19T00:00:00.0000000,"87","9","0.43","0","189"
"12780527","Foggy Bottom","Washington","DC","20037","Apartment","Entire home/apt","0","$136.00 ",2017-11-19T00:00:00.0000000,"80","9","0.26","5","246"
"11848786","U Street Corridor","Washington","DC","20009","House","Private room","1","$140.00 ",2017-11-19T00:00:00.0000000,"93","9","0.23","3","296"
"12866878","Capitol Hill","Washington","DC","20002","House","Entire home/apt","1","$175.00 ",2017-11-18T00:00:00.0000000,"100","10","0.28","0","314"
"6966691","Downtown/Penn Quarter","Washington","DC","20268","Apartment","Entire home/apt","2","$349.00 ",2017-11-18T00:00:00.0000000,"73","8","0.21","29","364"
"7599768","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$129.00 ",2017-11-18T00:00:00.0000000,"95","9","0.55","10","331"
"3816460","LeDroit Park","Washington","DC","20001","Apartment","Shared room","1","$20.00 ",2017-11-18T00:00:00.0000000,"80","9","0.18","0","282"
"15100037","Lincoln Heights","Washington","DC","20019","House","Private room","1","$80.00 ",2017-11-18T00:00:00.0000000,"100","10","0.17","0","312"
"4277425","Capitol Hill","Washington","DC","20002","Apartment","Entire home/apt","1","$195.00 ",2017-11-17T00:00:00.0000000,"95","9","0.13","22","228"
"12850682","Capitol Hill","Washington","DC","20002","Apartment","Entire home/apt","2","$165.00 ",2017-11-17T00:00:00.0000000,"100","9","0.28","0","308"
"505617","Columbia Heights","Washington","DC","20010","House","Private room","1","$80.00 ",2017-11-17T00:00:00.0000000,"98","10","1.82","13","323"
"7726082","Downtown/Penn Quarter","Washington","DC","20005","Apartment","Entire home/apt","2","$199.00 ",2017-11-17T00:00:00.0000000,"92","9","0.29","20","355"
"13199320","Eckington","Washington","DC","20002","House","Private room","1","$68.00 ",2017-11-17T00:00:00.0000000,"96","10","0.92","0","283"
"32087","Kalorama","Washington","DC","20009","Bed & Breakfast","Private room","1","$249.00 ",2017-11-17T00:00:00.0000000,"96","10","0.19","17","223"
"6791675","LeDroit Park","Washington","DC","20001","Condominium","Private room","1","$225.00 ",2017-11-17T00:00:00.0000000,"100","10","0.09","0","0"
"9876709","Logan Circle","Washington","DC","20005","Apartment","Entire home/apt","1","$135.00 ",2017-11-17T00:00:00.0000000,"70","8","0.28","0","0"
"15940738","North Cleveland Park","Washington","DC","20008","Apartment","Entire home/apt","0","$69.00 ",2017-11-17T00:00:00.0000000,"","","0.17","0","0"
"13094802","Shaw","Washington","DC","20001","Apartment","Private room","1","$95.00 ",2017-11-17T00:00:00.0000000,"96","10","1.39","8","68"
"7530243","U Street Corridor","Washington","DC","20009","House","Private room","1","$100.00 ",2017-11-17T00:00:00.0000000,"83","8","0.42","30","90"
"13595591","Capitol Hill","Washington","DC","20003","Apartment","Entire home/apt","1","$206.00 ",2017-11-16T00:00:00.0000000,"100","10","1.31","15","15"
"4050343","Capitol Hill","Washington","DC","20003","House","Private room","1","$63.00 ",2017-11-16T00:00:00.0000000,"95","10","1.52","0","0"
"13006010","Columbia Heights","Washington","DC","20009","Apartment","Entire home/apt","1","$140.00 ",2017-11-16T00:00:00.0000000,"","","0.17","0","48"
"15786847","Columbia Heights","Washington","DC","20010","Apartment","Entire home/apt","0","$49.00 ",2017-11-16T00:00:00.0000000,"95","10","0.64","0","0"
"12969857","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","1","$149.00 ",2017-11-16T00:00:00.0000000,"100","10","0.29","4","4"
"13709628","Foggy Bottom","Washington","DC","20037","Apartment","Entire home/apt","0","$119.00 ",2017-11-16T00:00:00.0000000,"100","10","0.17","0","0"
"12107688","Logan Circle","Washington","DC","20005","Apartment","Entire home/apt","2","$90.00 ",2017-11-16T00:00:00.0000000,"85","8","0.6","0","190"
"34180","Mount Vernon Square","Washington","DC","20001","Apartment","Entire home/apt","1","$249.00 ",2017-11-16T00:00:00.0000000,"100","6","0.02","30","365"
"14139781","Mount Vernon Square","Washington","DC","20001","Apartment","Entire home/apt","0","$162.00 ",2017-11-16T00:00:00.0000000,"93","10","0.41","0","150"
"15989086","Palisades","Washington","DC","20016","House","Entire home/apt","4","$249.00 ",2017-11-16T00:00:00.0000000,"","","0.17","9","69"
"124030","Shaw","Washington","DC","20001","Apartment","Entire home/apt","2","$175.00 ",2017-11-16T00:00:00.0000000,"100","10","0.09","23","358"
"902573","Shaw","Washington","DC","20001","House","Private room","1","$72.00 ",2017-11-16T00:00:00.0000000,"95","9","0.52","19","354"
"649982","Shepherd Park","Washington","DC","20012","House","Private room","1","$75.00 ",2017-11-16T00:00:00.0000000,"80","10","0.04","29","364"
"13679918","Trinidad","Washington","DC","20002","Townhouse","Entire home/apt","5","$315.00 ",2017-11-16T00:00:00.0000000,"80","10","0.17","1","1"
"4622571","Dupont Circle","Washington","DC","20009","Apartment","Entire home/apt","0","$135.00 ",2017-11-15T00:00:00.0000000,"100","10","0.26","0","44"
"3698666","East Corner","Washington","DC","20019","House","Private room","1","$55.00 ",2017-11-15T00:00:00.0000000,"","","0.17","30","180"
"8339096","Logan Circle","Washington","DC","20001","Apartment","Entire home/apt","1","$160.00 ",2017-11-15T00:00:00.0000000,"98","10","1.12","0","0"
"15790434","Manor Park","Washington","DC","20012","House","Private room","1","$70.00 ",2017-11-15T00:00:00.0000000,"90","10","0.33","0","83"
"5353107","Mount Vernon Square","Washington","DC","20001","Apartment","Private room","1","$80.00 ",2017-11-15T00:00:00.0000000,"78","7","0.4","30","365"
"14297981","Petworth","Washington","DC","20011","Apartment","Private room","1","$100.00 ",2017-11-15T00:00:00.0000000,"","","0.17","23","83"
"15595774","West End","Washington","DC","20037","Condominium","Entire home/apt","0","$199.00 ",2017-11-15T00:00:00.0000000,"60","8","0.17","26","361"
"13885227","Benning Ridge","Washington","DC","20019","House","Private room","1","$65.00 ",2017-11-14T00:00:00.0000000,"90","10","0.39","25","353"
"13308300","Capitol Hill","Washington","DC","20001","Apartment","Shared room","1","$35.00 ",2017-11-14T00:00:00.0000000,"98","10","1.79","0","0"
"2987397","East Corner","Washington","DC","20019","House","Private room","1","$65.00 ",2017-11-14T00:00:00.0000000,"100","8","0.06","30","180"
"15511169","Kingman Park","Washington","DC","20002","Apartment","Entire home/apt","2","$176.00 ",2017-11-14T00:00:00.0000000,"80","10","0.17","19","329"
"3760712","Pleasant Plains","Washington","DC","20001","Bed & Breakfast","Private room","1","$145.00 ",2017-11-14T00:00:00.0000000,"100","10","0.19","0","128"
"14630661","Southwest Waterfront","Washington","DC","20024","Apartment","Shared room","1","$45.00 ",2017-11-14T00:00:00.0000000,"96","9","1.97","0","44"
"11574742","Twining","Washington","DC","20019","House","Shared room","1","$15.00 ",2017-11-14T00:00:00.0000000,"75","7","0.28","12","347"
"13330903","Buena Vista","Washington","DC","20020","Townhouse","Private room","1","$75.00 ",2017-11-13T00:00:00.0000000,"80","10","0.19","30","90"
"8166474","Capitol Hill","Washington","DC","20002","Apartment","Entire home/apt","1","$90.00 ",2017-11-13T00:00:00.0000000,"97","10","0.42","7","15"
"3172600","Capitol Hill","Washington","DC","20002","House","Entire home/apt","2","$300.00 ",2017-11-13T00:00:00.0000000,"97","9","0.2","8","104"
"8884275","Dupont Circle","Washington","DC","20036","Apartment","Private room","1","$85.00 ",2017-11-13T00:00:00.0000000,"100","10","0.27","0","0"
"5970323","Eastland Gardens","Washington","DC","20019","House","Private room","1","$50.00 ",2017-11-13T00:00:00.0000000,"99","10","1.3","0","328"
"14472670","LeDroit Park","Washington","DC","20001","Apartment","Entire home/apt","3","$300.00 ",2017-11-13T00:00:00.0000000,"100","10","0.39","10","304"
"15369785","Mount Vernon Square","Washington","DC","20001","Townhouse","Entire home/apt","1","$115.00 ",2017-11-13T00:00:00.0000000,"90","10","0.31","0","0"
"15948529","Near Northeast/H Street Corridor","Washington","DC","20002","Apartment","Private room","1","$79.00 ",2017-11-13T00:00:00.0000000,"","","0.17","29","89"
"14336449","Petworth","Washington","DC","20011","Other","Private room","1","$70.00 ",2017-11-13T00:00:00.0000000,"100","10","1.44","0","0"
"4411488","U Street Corridor","Washington","DC","20009","House","Private room","1","$99.00 ",2017-11-13T00:00:00.0000000,"84","9","0.3","29","364"
"8034375","West End","Washington","DC","20037","Apartment","Entire home/apt","1","$190.00 ",2017-11-13T00:00:00.0000000,"98","10","0.65","0","38"
"188807","Anacostia","Washington","DC","20020","House","Private room","1","$60.00 ",2017-11-12T00:00:00.0000000,"94","9","0.81","0","0"
"12344780","Bloomingdale","Washington","DC","20001","Apartment","Private room","1","$60.00 ",2017-11-12T00:00:00.0000000,"100","10","0.68","0","24"
"15393718","Capitol Hill","Washington","DC","20003","House","Private room","1","$80.00 ",2017-11-12T00:00:00.0000000,"100","10","0.42","2","42"
"9102340","Foggy Bottom","Washington","DC","20037","Apartment","Entire home/apt","0","$245.00 ",2017-11-12T00:00:00.0000000,"91","9","0.76","25","85"
"9018275","Kingman Park","Washington","DC","20002","Apartment","Entire home/apt","2","$90.00 ",2017-11-12T00:00:00.0000000,"80","9","0.29","8","311"
"1088886","Michigan Park","Washington","DC","20017","House","Private room","1","$85.00 ",2017-11-12T00:00:00.0000000,"84","8","0.35","0","326"
"8042913","Judiciary Square","Washington","DC","20001","Apartment","Private room","1","$75.00 ",2017-11-11T00:00:00.0000000,"95","10","0.4","0","4"
"15248566","Edgewood","Washington","DC","20002","Apartment","Private room","1","$54.00 ",2017-11-10T00:00:00.0000000,"100","10","0.76","0","0"
"11338057","Shaw","Washington","DC","20001","Dorm","Shared room","1","$28.00 ",2017-11-10T00:00:00.0000000,"79","8","1.47","30","83"
"9427470","Capitol Hill","Washington","DC","20003","House","Entire home/apt","2","$275.00 ",2017-11-09T00:00:00.0000000,"100","10","0.28","9","270"
