"id","neighbourhood","city","state","zipcode","property_type","room_type","bedrooms","price","last_review","review_scores_rating","review_scores_value","reviews_per_month","availability_30","availability_365"
"13451944","Silver Lake","Los Angeles","CA","90026","House","Private room","1","$85.00 ",2017-01-01T00:00:00.0000000,"91","10","0.89","8","8"
"9975863","Silver Lake","Los Angeles","CA","90029","Apartment","Entire home/apt","1","$65.00 ",2017-01-01T00:00:00.0000000,"100","10","0.25","0","0"
"15096525","East Hollywood","Los Angeles","CA","90029","Apartment","Entire home/apt","1","$175.00 ",2017-01-01T00:00:00.0000000,"99","10","1.88","0","306"
"1132215","Silver Lake","Los Angeles","CA","90026","House","Entire home/apt","3","$325.00 ",2017-01-01T00:00:00.0000000,"93","9","0.79","30","365"
"4334193","Silver Lake","Los Angeles","CA","90026","Apartment","Entire home/apt","1","$100.00 ",2017-01-01T00:00:00.0000000,"98","10","0.26","0","0"
"5661043","Silver Lake","Los Angeles","CA","90026","Apartment","Entire home/apt","1","$125.00 ",2017-01-01T00:00:00.0000000,"95","10","0.73","3","313"
"2425850","Silver Lake","Los Angeles","CA","90039","Apartment","Entire home/apt","2","$120.00 ",2017-01-01T00:00:00.0000000,"98","10","0.25","5","272"
"12233224","Cahuenga Pass","Los Angeles","CA","90068","House","Entire home/apt","3","$450.00 ",2017-01-01T00:00:00.0000000,"93","10","0.76","23","333"
"13115186","Studio City","Los Angeles","CA","91604","Guesthouse","Entire home/apt","1","$160.00 ",2017-01-01T00:00:00.0000000,"98","10","1.51","6","307"
"14727701","Toluca Lake","Los Angeles","CA","91602","Apartment","Private room","1","$60.00 ",2017-01-01T00:00:00.0000000,"92","10","0.64","20","80"
"14202260","Topanga","Topanga","CA","90290","Apartment","Entire home/apt","0","$130.00 ",2017-01-01T00:00:00.0000000,"98","10","1.37","0","0"
"5401572","Topanga","Topanga","CA","90290","House","Entire home/apt","3","$395.00 ",2017-01-01T00:00:00.0000000,"100","10","0.75","23","323"
"4880299","Venice","Los Angeles","CA","90291","House","Private room","1","$80.00 ",2017-01-01T00:00:00.0000000,"100","10","0.3","0","0"
"16488480","Venice","Los Angeles","CA","90291","Apartment","Entire home/apt","2","$200.00 ",2017-01-01T00:00:00.0000000,"100","10","0.24","0","0"
"2356991","Venice","Venice","CA","90291","House","Entire home/apt","2","$550.00 ",2017-01-01T00:00:00.0000000,"96","9","0.29","24","84"
"5434484","Venice","Venice","CA","90291","Apartment","Entire home/apt","3","$198.00 ",2017-01-01T00:00:00.0000000,"92","9","0.5","0","257"
"12112652","Venice","Venice","CA","90291","House","Entire home/apt","2","$850.00 ",2017-01-01T00:00:00.0000000,"90","9","0.39","30","365"
"9738167","Venice","Los Angeles","CA","90291","House","Entire home/apt","4","$600.00 ",2017-01-01T00:00:00.0000000,"100","10","0.3","0","2"
"9136734","Venice","Los Angeles","CA","90291","Apartment","Entire home/apt","3","$135.00 ",2017-01-01T00:00:00.0000000,"80","10","0.24","0","0"
"3953954","Venice","Los Angeles","CA","90291","Other","Entire home/apt","0","$115.00 ",2017-01-01T00:00:00.0000000,"92","9","1.01","18","56"
"16195015","Venice","Los Angeles","CA","90291","House","Private room","1","$59.00 ",2017-01-01T00:00:00.0000000,"100","10","0.24","0","0"
"15702970","West Hills","Los Angeles","CA","91307","Villa","Shared room","1","$61.00 ",2017-01-01T00:00:00.0000000,"80","10","0.24","29","364"
"7711392","Westside","Los Angeles","CA","90025","Apartment","Entire home/apt","4","$250.00 ",2017-01-01T00:00:00.0000000,"98","10","0.61","0","0"
"1356200","West Hollywood","West Hollywood","CA","90069","Apartment","Private room","1","$95.00 ",2017-01-01T00:00:00.0000000,"99","10","2.2","24","327"
"10528371","Westlake","Los Angeles","CA","90015","Apartment","Entire home/apt","0","$232.00 ",2017-01-01T00:00:00.0000000,"83","8","0.45","26","349"
"15219188","Westlake","Los Angeles","CA","90057","Apartment","Entire home/apt","0","$60.00 ",2017-01-01T00:00:00.0000000,"100","10","0.24","0","34"
"13044038","Westwood","Los Angeles","CA","90024","Apartment","Private room","1","$99.00 ",2017-01-01T00:00:00.0000000,"93","9","0.89","14","40"
"11436252","Woodland Hills/Warner Center","Los Angeles","CA","91364","House","Entire home/apt","4","$249.00 ",2017-01-01T00:00:00.0000000,"88","9","0.51","30","344"
"4510204","Mid-City","Los Angeles","CA","90019","Apartment","Private room","1","$65.00 ",2017-01-02T00:00:00.0000000,"60","6","0.06","0","0"
"7129441","Altadena","Altadena","CA","91001","House","Private room","1","$99.00 ",2017-01-02T00:00:00.0000000,"100","10","0.23","30","365"
"8870904","Beverly Hills","Beverly Hills","CA","90212","Apartment","Entire home/apt","1","$125.00 ",2017-01-02T00:00:00.0000000,"100","10","0.32","0","0"
"9434964","Beverly Hills","Beverly Hills","CA","90212","Apartment","Entire home/apt","2","$350.00 ",2017-01-02T00:00:00.0000000,"60","6","0.06","30","365"
"3504635","Culver City","Los Angeles","CA","90066","House","Entire home/apt","2","$350.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","0","0"
"9842148","Hollywood","Los Angeles","CA","90046","Apartment","Entire home/apt","1","$90.00 ",2017-01-02T00:00:00.0000000,"100","8","0.06","0","0"
"7622568","West Hollywood","Los Angeles","CA","90046","Loft","Entire home/apt","3","$600.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","29","364"
"10090891","Mid-Wilshire","Los Angeles","CA","90036","Apartment","Entire home/apt","2","$250.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","29","364"
"6317702","Echo Park","Los Angeles","CA","90026","House","Private room","1","$60.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","0","62"
"138711","Echo Park","Los Angeles","CA","90026","Apartment","Entire home/apt","0","$145.00 ",2017-01-02T00:00:00.0000000,"87","9","0.04","30","365"
"8909186","Echo Park","Los Angeles","CA","90026","Apartment","Entire home/apt","2","$115.00 ",2017-01-02T00:00:00.0000000,"95","10","0.22","7","7"
"9863859","El Sereno","Los Angeles","CA","90032","House","Entire home/apt","3","$187.00 ",2017-01-02T00:00:00.0000000,"60","4","0.06","0","0"
"3932801","Glassell Park","Los Angeles","CA","90065","House","Entire home/apt","2","$120.00 ",2017-01-02T00:00:00.0000000,"100","9","0.09","0","270"
"950262","Glendale","Glendale","CA","91206","House","Private room","1","$85.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","30","365"
"3946162","Glendale","Glendale","CA","91206","House","Entire home/apt","4","$750.00 ",2017-01-02T00:00:00.0000000,"98","10","0.39","29","364"
"3552947","Highland Park","Los Angeles","CA","90042","Apartment","Entire home/apt","1","$90.00 ",2017-01-02T00:00:00.0000000,"84","8","0.15","0","0"
"8688941","South LA","Los Angeles","CA","90007","Apartment","Private room","1","$48.00 ",2017-01-02T00:00:00.0000000,"63","6","0.43","28","88"
"10084623","Mid-Wilshire","Los Angeles","CA","90005","Apartment","Entire home/apt","1","$75.00 ",2017-01-02T00:00:00.0000000,"100","10","0.12","0","0"
"7022756","Mar Vista","Los Angeles","CA","90066","Apartment","Entire home/apt","1","$79.00 ",2017-01-02T00:00:00.0000000,"88","9","0.3","0","2"
"10085368","Pasadena","Pasadena","CA","91104","Loft","Entire home/apt","2","$449.00 ",2017-01-02T00:00:00.0000000,"60","8","0.06","30","365"
"9370933","Pasadena","Pasadena","CA","91107","House","Entire home/apt","3","$495.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","29","364"
"9677584","Pasadena","Pasadena","CA","91104","House","Entire home/apt","2","$275.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","0","0"
"260698","Pasadena","Pasadena","CA","91104","House","Entire home/apt","3","$550.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","28","363"
"4688673","Pasadena","Pasadena","CA","91104","House","Entire home/apt","2","$290.00 ",2017-01-02T00:00:00.0000000,"100","10","0.14","0","0"
"10193455","Redondo Beach","Redondo Beach","CA","90278","House","Private room","1","$140.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","30","365"
"4737949","West Los Angeles","Los Angeles","CA","90025","Apartment","Entire home/apt","2","$170.00 ",2017-01-02T00:00:00.0000000,"100","10","0.12","0","0"
"7075552","Sherman Oaks","Los Angeles","CA","91423","House","Entire home/apt","3","$205.00 ",2017-01-02T00:00:00.0000000,"95","10","0.22","28","341"
"2324916","South Pasadena","South Pasadena","CA","91030","House","Entire home/apt","3","$399.00 ",2017-01-02T00:00:00.0000000,"94","9","0.47","27","263"
"8275936","South Pasadena","South Pasadena","CA","91030","Apartment","Private room","1","$70.00 ",2017-01-02T00:00:00.0000000,"100","10","0.06","0","175"
"2272467","Venice","Venice","CA","90292","Apartment","Entire home/apt","1","$105.00 ",2017-01-02T00:00:00.0000000,"90","9","0.18","0","0"
"8806357","Venice","Los Angeles","CA","90291","Apartment","Private room","1","$120.00 ",2017-01-02T00:00:00.0000000,"90","8","0.12","0","0"
"2709825","Venice","Los Angeles","CA","90291","House","Entire home/apt","2","$313.00 ",2017-01-02T00:00:00.0000000,"93","10","0.27","0","269"
"3101761","Venice","VENICE","CA","90291","Apartment","Private room","1","$168.00 ",2017-01-02T00:00:00.0000000,"60","7","0.09","30","333"
"9061204","Venice","Los Angeles","CA","90291","Apartment","Private room","1","$85.00 ",2017-01-02T00:00:00.0000000,"100","10","0.17","0","0"
"8880869","Mid-City","Los Angeles","CA","90019","House","Entire home/apt","3","$175.00 ",2017-01-02T00:00:00.0000000,"100","10","0.21","30","333"
"6286975","Alhambra","Alhambra","CA","91801","Townhouse","Private room","1","$45.00 ",2017-01-02T00:00:00.0000000,"84","9","1","30","365"
"16509098","Alhambra","Alhambra","CA","91801","House","Private room","1","$30.00 ",2017-01-02T00:00:00.0000000,"100","10","0.48","26","361"
"15492911","Altadena","Altadena","CA","91001","House","Private room","1","$53.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","1","151"
"1503915","Mid-Wilshire","Los Angeles","CA","90048","House","Private room","1","$90.00 ",2017-01-02T00:00:00.0000000,"99","10","1.81","0","257"
"4200067","Mid-Wilshire","Los Angeles","CA","90048","Apartment","Entire home/apt","1","$149.00 ",2017-01-02T00:00:00.0000000,"87","9","0.67","28","363"
"10834767","Beverly Hills","Beverly Hills","CA","90211","Townhouse","Entire home/apt","3","$489.00 ",2017-01-02T00:00:00.0000000,"100","10","0.2","30","243"
"4099676","Bradbury","Bradbury","CA","91008","Villa","Private room","1","$67.00 ",2017-01-02T00:00:00.0000000,"87","9","1.11","30","183"
"5467665","Burbank","Burbank","CA","91504","Apartment","Entire home/apt","1","$64.00 ",2017-01-02T00:00:00.0000000,"95","10","0.49","6","40"
"11458521","Woodland Hills/Warner Center","Los Angeles","CA","91367","Condominium","Entire home/apt","1","$119.00 ",2017-01-02T00:00:00.0000000,"95","9","1.04","0","323"
"6888991","Culver City","Los Angeles","CA","90066","House","Entire home/apt","2","$150.00 ",2017-01-02T00:00:00.0000000,"98","10","0.44","22","171"
"13880685","Downtown","Los Angeles","CA","90021","Apartment","Entire home/apt","0","$140.00 ",2017-01-02T00:00:00.0000000,"100","10","0.52","0","0"
"6477430","Arts District","Los Angeles","CA","90013","Apartment","Entire home/apt","1","$145.00 ",2017-01-02T00:00:00.0000000,"97","10","0.53","5","34"
"1340079","Hollywood","Los Angeles","CA","90046","Apartment","Entire home/apt","1","$65.00 ",2017-01-02T00:00:00.0000000,"91","9","2.11","25","174"
"15769711","Hollywood","Los Angeles","CA","90028","Apartment","Entire home/apt","0","$85.00 ",2017-01-02T00:00:00.0000000,"80","8","0.25","30","365"
"664336","Hollywood","Los Angeles","CA","90038","House","Entire home/apt","2","$100.00 ",2017-01-02T00:00:00.0000000,"97","10","0.37","30","365"
"14204149","Hollywood","Los Angeles","CA","90028","Apartment","Entire home/apt","1","$98.00 ",2017-01-02T00:00:00.0000000,"95","10","0.48","22","332"
"14948469","Hollywood","Los Angeles","CA","90046","Apartment","Private room","1","$100.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","28","363"
"5838026","Hollywood","Los Angeles","CA","90038","Apartment","Shared room","1","$50.00 ",2017-01-02T00:00:00.0000000,"98","10","1.32","29","88"
"13708122","Hollywood","Los Angeles","CA","90028","Apartment","Entire home/apt","2","$165.00 ",2017-01-02T00:00:00.0000000,"91","9","1.28","7","237"
"16438523","Del Rey","Los Angeles","CA","90066","Apartment","Entire home/apt","0","$85.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","0","122"
"4080769","Del Rey","Los Angeles","CA","90066","House","Entire home/apt","4","$299.00 ",2017-01-02T00:00:00.0000000,"85","9","0.13","0","177"
"14803098","East Hollywood","Los Angeles","CA","90029","Apartment","Entire home/apt","0","$95.00 ",2017-01-02T00:00:00.0000000,"90","10","0.25","29","63"
"6837110","East Hollywood","Los Angeles","CA","90029","Apartment","Entire home/apt","1","$100.00 ",2017-01-02T00:00:00.0000000,"96","10","0.79","20","20"
"16460472","Mid-Wilshire","Los Angeles","CA","90036","House","Entire home/apt","4","$549.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","1","330"
"13048403","Mid-Wilshire","Los Angeles","CA","90036","House","Entire home/apt","2","$229.00 ",2017-01-02T00:00:00.0000000,"100","10","0.48","28","357"
"1121978","Echo Park","Los Angeles","CA","90026","House","Entire home/apt","3","$130.00 ",2017-01-02T00:00:00.0000000,"96","9","0.58","30","365"
"9614427","Echo Park","Los Angeles","CA","90012","Apartment","Entire home/apt","1","$75.00 ",2017-01-02T00:00:00.0000000,"88","10","0.3","0","0"
"13713743","Encino","Los Angeles","CA","91436","House","Entire home/apt","5","$1,250.00 ",2017-01-02T00:00:00.0000000,"100","10","0.23","0","0"
"15974707","Glendale","Glendale","CA","91201","Townhouse","Entire home/apt","2","$169.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","29","364"
"7617411","Glendale","Glendale","CA","91204","Apartment","Entire home/apt","1","$99.00 ",2017-01-02T00:00:00.0000000,"100","8","0.21","30","365"
"13770434","Hermosa Beach","Hermosa Beach","CA","90254","Townhouse","Entire home/apt","3","$500.00 ",2017-01-02T00:00:00.0000000,"98","9","1.97","29","364"
"4182830","Hollywood Hills","Los Angeles","CA","90068","Apartment","Entire home/apt","2","$259.00 ",2017-01-02T00:00:00.0000000,"100","9","0.72","0","233"
"3505386","Cahuenga Pass","Los Angeles","CA","90068","House","Entire home/apt","1","$180.00 ",2017-01-02T00:00:00.0000000,"98","10","0.56","15","110"
"16348896","Hollywood Hills","Los Angeles","CA","90068","House","Entire home/apt","3","$450.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","8","8"
"15821240","Hollywood Hills","Los Angeles","CA","90068","Apartment","Private room","1","$69.00 ",2017-01-02T00:00:00.0000000,"100","10","0.25","30","86"
"14339824","Highland Park","Los Angeles","CA","90042","Loft","Entire home/apt","3","$201.00 ",2017-01-02T00:00:00.0000000,"98","10","1.26","10","51"
"14953496","Highland Park","Los Angeles","CA","90042","House","Entire home/apt","1","$105.00 ",2017-01-02T00:00:00.0000000,"100","10","1.77","0","7"
"15377107","Laurel Canyon","Los Angeles","CA","90046","House","Entire home/apt","2","$275.00 ",2017-01-02T00:00:00.0000000,"100","10","0.38","0","0"
"13093893","Hollywood Hills","Los Angeles","CA","90046","House","Private room","1","$110.00 ",2017-01-02T00:00:00.0000000,"96","10","2.1","0","197"
"8634792","Hollywood Hills","Los Angeles","CA","90046","Apartment","Entire home/apt","0","$85.00 ",2017-01-02T00:00:00.0000000,"84","9","1.2","30","315"
"5603949","Bel Air/Beverly Crest","West Hollywood ","CA","90069","House","Entire home/apt","1","$105.00 ",2017-01-02T00:00:00.0000000,"93","10","3.41","0","29"
"4868835","Mid-Wilshire","Los Angeles","CA","90010","Apartment","Entire home/apt","0","$96.00 ",2017-01-02T00:00:00.0000000,"97","9","0.41","30","89"
"12990133","Mid-Wilshire","Los Angeles","CA","90005","Townhouse","Entire home/apt","2","$199.00 ",2017-01-02T00:00:00.0000000,"92","9","0.56","19","353"
"9815372","Los Feliz","Los Angeles","CA","90027","House","Entire home/apt","1","$129.00 ",2017-01-02T00:00:00.0000000,"93","10","0.19","0","228"
"6000714","Los Feliz","Los Angeles","CA","90027","House","Entire home/apt","2","$200.00 ",2017-01-02T00:00:00.0000000,"96","10","0.97","0","0"
"4263123","Los Feliz","Los Angeles","CA","90027","Apartment","Private room","1","$80.00 ",2017-01-02T00:00:00.0000000,"96","10","0.61","0","334"
"11143683","Marina Del Rey","Marina del Rey","CA","90292","Apartment","Entire home/apt","1","$199.00 ",2017-01-02T00:00:00.0000000,"98","10","0.88","0","24"
