"id","neighbourhood","city","state","zipcode","property_type","room_type","bedrooms","price","last_review","review_scores_rating","review_scores_value","reviews_per_month","availability_30","availability_365"
"2461589","Holly","Austin","TX","78702","House","Private room","1","$60.00 ",2017-01-03T00:00:00.0000000,"90","9","1.44","27","362"
"8034612","Northwest Hills","Austin","TX","78731","Apartment","Private room","1","$39.00 ",2017-01-03T00:00:00.0000000,"100","10","0.35","20","355"
"2066860","South Congress","Austin","TX","78704","House","Entire home/apt","2","$149.00 ",2017-01-03T00:00:00.0000000,"89","9","0.39","19","343"
"3820731","Zilker","Austin","TX","78704","House","Entire home/apt","2","$149.00 ",2017-01-03T00:00:00.0000000,"93","9","0.69","0","307"
"11624956","St. Edwards","Austin","TX","78704","Island","Private room","1","$53.00 ",2017-01-03T00:00:00.0000000,"93","10","1.74","0","0"
"15057675","Barton Hills","Austin","TX","78746","Apartment","Entire home/apt","1","$85.00 ",2017-01-03T00:00:00.0000000,"100","10","0.42","7","28"
"958452","Clarksville","Austin","TX","78703","Apartment","Entire home/apt","1","$99.00 ",2017-01-03T00:00:00.0000000,"100","10","0.07","7","71"
"9941582","St. Edwards","Austin","TX","78704","House","Entire home/apt","3","$495.00 ",2017-01-03T00:00:00.0000000,"100","9","0.14","0","0"
"1535250","Brentwood","Austin","TX","78756","House","Entire home/apt","1","$85.00 ",2017-01-04T00:00:00.0000000,"95","10","1.6","5","340"
"2386747","Hancock","Austin","TX","78751","Apartment","Entire home/apt","1","$130.00 ",2017-01-04T00:00:00.0000000,"100","10","0.42","0","289"
"11398986","East Riverside","Austin","TX","78741","Apartment","Private room","1","$36.00 ",2017-01-04T00:00:00.0000000,"98","10","1.52","17","48"
"3549443","Downtown","Austin","TX","78701","Apartment","Entire home/apt","2","$401.00 ",2017-01-04T00:00:00.0000000,"92","9","0.94","20","347"
"10266610","Hyde Park","Austin","TX","78751","Other","Entire home/apt","0","$49.00 ",2017-01-04T00:00:00.0000000,"100","8","0.14","30","90"
"7750748","Barton Hills","Austin","TX","78704","House","Entire home/apt","2","$249.00 ",2017-01-04T00:00:00.0000000,"80","8","0.07","30","365"
"13565904","Hancock","Austin","TX","78751","Apartment","Private room","1","$55.00 ",2017-01-05T00:00:00.0000000,"96","10","0.63","0","0"
"4410429","Govalle","Austin","TX","78702","House","Private room","1","$55.00 ",2017-01-05T00:00:00.0000000,"97","10","1.71","0","90"
"666591","Holly","Austin","TX","78702","Loft","Shared room","1","$100.00 ",2017-01-05T00:00:00.0000000,"84","9","0.12","28","179"
"14899908","East Riverside","Austin","TX","78741","House","Private room","1","$55.00 ",2017-01-06T00:00:00.0000000,"100","10","0.78","22","348"
"16521885","Westgate","Austin","TX","78745","House","Entire home/apt","3","$300.00 ",2017-01-06T00:00:00.0000000,"100","","0.49","0","0"
"2754525","Bouldin Creek","Austin","TX","78704","House","Entire home/apt","2","$258.00 ",2017-01-06T00:00:00.0000000,"91","9","0.29","15","326"
"15024969","South Congress","Austin","TX","78704","Apartment","Entire home/apt","2","$225.00 ",2017-01-06T00:00:00.0000000,"98","10","1.72","12","142"
"15717527","Barton Hills","Austin","TX","78746","Apartment","Shared room","1","$30.00 ",2017-01-06T00:00:00.0000000,"100","10","1.3","23","164"
"925130","Highland","Austin","TX","78752","House","Entire home/apt","4","$295.00 ",2017-01-07T00:00:00.0000000,"95","9","1","0","83"
"2059714","Zilker","Austin","TX","78704","House","Entire home/apt","1","$190.00 ",2017-01-07T00:00:00.0000000,"98","10","0.48","23","354"
"1425971","Travis Heights","Austin","TX","78704","House","Entire home/apt","3","$950.00 ",2017-01-07T00:00:00.0000000,"98","9","0.33","28","361"
"11622964","Georgian Acres","Austin","TX","78753","House","Private room","1","$35.00 ",2017-01-07T00:00:00.0000000,"98","10","3.17","0","311"
"11325599","Mueller","Austin","TX","78723","Camper/RV","Entire home/apt","0","$75.00 ",2017-01-07T00:00:00.0000000,"95","9","1.68","25","84"
"4704597","Steiner Ranch","Austin","TX","78732","House","Entire home/apt","5","$1,279.00 ",2017-01-08T00:00:00.0000000,"92","9","0.66","23","347"
"11119535","Holly","Austin","TX","78702","House","Entire home/apt","3","$259.00 ",2017-01-08T00:00:00.0000000,"91","10","0.8","18","353"
"6084560","East Downtown","Austin","TX","78702","House","Entire home/apt","1","$95.00 ",2017-01-08T00:00:00.0000000,"84","8","1.19","11","289"
"15705249","East Downtown","Austin","TX","78702","House","Private room","1","$60.00 ",2017-01-08T00:00:00.0000000,"100","9","0.7","6","6"
"12321967","East Downtown","Austin","TX","78702","House","Private room","1","$45.00 ",2017-01-08T00:00:00.0000000,"80","8","0.3","0","310"
"16394504","Hancock","Austin","TX","78705","Serviced apartment","Entire home/apt","1","$100.00 ",2017-01-08T00:00:00.0000000,"40","8","0.51","0","0"
"14198037","Mueller","Austin","TX","78723","Townhouse","Entire home/apt","3","$250.00 ",2017-01-08T00:00:00.0000000,"100","10","1.3","11","207"
"16375175","Windsor Park","Austin","TX","78723","House","Entire home/apt","1","$215.00 ",2017-01-08T00:00:00.0000000,"100","10","0.51","9","187"
"15617401","MLK & 183","Austin","TX","78721","House","Private room","1","$59.00 ",2017-01-08T00:00:00.0000000,"98","10","2.89","28","88"
"354513","East Downtown","Austin","TX","78702","House","Entire home/apt","3","$908.00 ",2017-01-08T00:00:00.0000000,"100","10","0.08","4","8"
"89475","Wooten","Austin","TX","78757","House","Entire home/apt","4","$199.00 ",2017-01-09T00:00:00.0000000,"97","10","0.6","11","316"
"21120","McKinney","Austin","TX","78744","House","Private room","1","$47.00 ",2017-01-09T00:00:00.0000000,"98","10","0.8","21","90"
"16143626","East Downtown","Austin","TX","78702","Bungalow","Entire home/apt","1","$100.00 ",2017-01-09T00:00:00.0000000,"90","10","0.94","1","1"
"16360344","Rosewood","Austin","TX","78702","House","Entire home/apt","2","$65.00 ",2017-01-09T00:00:00.0000000,"87","9","1.2","6","111"
"10209590","Windsor Hills","Austin","TX","78753","House","Private room","1","$42.00 ",2017-01-09T00:00:00.0000000,"100","10","0.87","0","316"
"11008164","West Campus","Austin","TX","78705","House","Entire home/apt","2","$219.00 ",2017-01-09T00:00:00.0000000,"","","0.08","9","334"
"14886754","University of Texas","Austin","TX","78705","Other","Entire home/apt","0","$57.00 ",2017-01-09T00:00:00.0000000,"100","10","0.92","0","0"
"2514883","Westlake Hills","Austin","TX","","House","Private room","1","$55.00 ",2017-01-09T00:00:00.0000000,"98","10","0.66","0","219"
"14692450","Lamplight Village","Austin","TX","78727","House","Private room","1","$55.00 ",2017-01-09T00:00:00.0000000,"100","10","0.4","13","162"
"13390469","Downtown","Austin","TX","78701","Apartment","Entire home/apt","1","$200.00 ",2017-01-09T00:00:00.0000000,"100","10","0.38","15","22"
"15008582","East Downtown","Austin","TX","78702","House","Private room","1","$150.00 ",2017-01-10T00:00:00.0000000,"100","10","1.15","16","73"
"3425069","Long Canyon","Austin","TX","78750","House","Entire home/apt","0","$150.00 ",2017-01-10T00:00:00.0000000,"90","10","0.1","0","267"
"8489018","East Riverside","Austin","TX","78741","Apartment","Entire home/apt","1","$90.00 ",2017-01-10T00:00:00.0000000,"92","10","0.32","0","0"
"2126912","East Downtown","Austin","TX","78702","House","Entire home/apt","3","$990.00 ",2017-01-10T00:00:00.0000000,"100","10","0.06","0","0"
"6198536","East Riverside","Austin","TX","78741","Condominium","Entire home/apt","3","$240.00 ",2017-01-11T00:00:00.0000000,"95","10","1.2","25","164"
"15339029","Allendale","Austin","TX","78731","Apartment","Entire home/apt","1","$42.00 ",2017-01-11T00:00:00.0000000,"100","10","0.54","0","0"
"14841180","West Congress","Austin","TX","78745","House","Private room","2","$60.00 ",2017-01-11T00:00:00.0000000,"100","10","0.6","30","90"
"2708067","Barton Hills","Austin","TX","78704","House","Entire home/apt","3","$316.00 ",2017-01-11T00:00:00.0000000,"97","10","0.44","16","304"
"3344535","Mueller","Austin","TX","78723","House","Entire home/apt","1","$275.00 ",2017-01-11T00:00:00.0000000,"100","10","0.27","0","64"
"3667392","Travis Heights","Austin","TX","78704","House","Entire home/apt","2","$199.00 ",2017-01-12T00:00:00.0000000,"98","10","0.9","11","332"
"13623583","MLK & 183","Austin","TX","78721","House","Private room","1","$75.00 ",2017-01-12T00:00:00.0000000,"100","10","0.81","13","348"
"9684896","Pleasant Valley","Austin","TX","78741","Apartment","Private room","1","$23.00 ",2017-01-12T00:00:00.0000000,"67","9","0.2","0","0"
"9185409","East Downtown","Austin","TX","78702","House","Entire home/apt","1","$99.00 ",2017-01-12T00:00:00.0000000,"100","8","0.07","1","65"
"971055","University of Texas","Austin","TX","78705","Apartment","Entire home/apt","0","$95.00 ",2017-01-12T00:00:00.0000000,"91","9","1.05","0","331"
"16725841","North Loop","Austin","TX","78751","Apartment","Private room","1","$150.00 ",2017-01-13T00:00:00.0000000,"100","10","0.56","0","0"
"2459802","Tarrytown","Austin","TX","78703","House","Entire home/apt","4","$470.00 ",2017-01-13T00:00:00.0000000,"99","10","1.67","13","300"
"4025723","South Lamar","Austin","TX","78704","Apartment","Entire home/apt","0","$98.00 ",2017-01-13T00:00:00.0000000,"99","10","1.34","10","343"
"12723327","Highland","Austin","TX","78752","House","Private room","1","$33.00 ",2017-01-14T00:00:00.0000000,"100","10","0.61","0","302"
"16320919","Canyon Mesa","Austin","TX","78759","House","Private room","1","$50.00 ",2017-01-14T00:00:00.0000000,"100","10","1.03","21","356"
"14538553","Rainey Street","Austin","TX","78701","Apartment","Entire home/apt","1","$345.00 ",2017-01-14T00:00:00.0000000,"100","10","0.57","6","7"
"16480521","Rainey Street","Austin","TX","78701","Apartment","Entire home/apt","1","$300.00 ",2017-01-14T00:00:00.0000000,"40","2","0.54","12","12"
"11753796","Hyde Park","Austin","TX","78751","Apartment","Entire home/apt","0","$45.00 ",2017-01-15T00:00:00.0000000,"87","8","0.39","6","16"
"15131244","Steiner Ranch","Austin","TX","78732","House","Entire home/apt","3","$190.00 ",2017-01-15T00:00:00.0000000,"92","10","2.1","12","235"
"10563905","Steiner Ranch","Austin","TX","78732","House","Entire home/apt","4","$290.00 ",2017-01-15T00:00:00.0000000,"97","10","1.27","2","138"
"15325319","Parker Lane","Austin","TX","78741","House","Entire home/apt","2","$125.00 ",2017-01-15T00:00:00.0000000,"100","10","1.4","24","359"
"146153","Upper Boggy Creek","Austin","TX","78722","House","Entire home/apt","1","$125.00 ",2017-01-15T00:00:00.0000000,"93","9","0.25","0","305"
"4188641","Tarrytown","Austin","TX","78703","House","Entire home/apt","3","$290.00 ",2017-01-15T00:00:00.0000000,"99","10","2.17","13","318"
"354542","East Downtown","Austin","TX","78702","House","Entire home/apt","3","$1,000.00 ",2017-01-15T00:00:00.0000000,"98","9","0.94","16","342"
"15238662","Govalle","Austin","TX","78702","Bungalow","Private room","1","$55.00 ",2017-01-15T00:00:00.0000000,"100","10","0.58","24","84"
"358810","East Downtown","Austin","TX","78702","House","Entire home/apt","5","$699.00 ",2017-01-15T00:00:00.0000000,"97","9","0.67","25","357"
"6297341","East Downtown","Austin","TX","78702","House","Entire home/apt","4","$500.00 ",2017-01-15T00:00:00.0000000,"96","10","0.75","8","327"
"1655189","Allendale","Austin","TX","78731","House","Private room","1","$80.00 ",2017-01-15T00:00:00.0000000,"97","10","1.91","18","202"
"14122929","Rosedale","Austin","TX","78731","House","Entire home/apt","3","$309.00 ",2017-01-15T00:00:00.0000000,"93","9","0.67","14","337"
"16215798","Cherry Creek","Austin","TX","78745","House","Private room","1","$100.00 ",2017-01-15T00:00:00.0000000,"100","10","0.77","24","174"
"223230","Highland","Austin","TX","78752","House","Entire home/apt","3","$150.00 ",2017-01-15T00:00:00.0000000,"96","10","0.9","4","311"
"8921715","Bouldin Creek","Austin","TX","78704","House","Private room","1","$85.00 ",2017-01-15T00:00:00.0000000,"96","9","1.06","5","284"
"5509268","Travis Heights","Austin","TX","78704","House","Private room","1","$115.00 ",2017-01-15T00:00:00.0000000,"98","10","1.37","13","329"
"7900610","South Congress","Austin","TX","78704","Apartment","Entire home/apt","1","$249.00 ",2017-01-15T00:00:00.0000000,"98","9","1.53","16","136"
"14842693","Downtown","Austin","TX","78701","Condominium","Entire home/apt","1","$110.00 ",2017-01-15T00:00:00.0000000,"80","9","1.14","24","356"
"16176675","Hyde Park","Austin","TX","78751","Bungalow","Private room","1","$51.00 ",2017-01-16T00:00:00.0000000,"100","10","0.59","0","323"
"233930","Hyde Park","Austin","TX","78751","House","Entire home/apt","2","$159.00 ",2017-01-16T00:00:00.0000000,"99","9","0.41","17","352"
"10071238","Allendale","Austin","TX","78757","House","Entire home/apt","4","$215.00 ",2017-01-16T00:00:00.0000000,"93","10","1.02","13","302"
"12850501","Montopolis","Austin","TX","78741","House","Private room","1","$24.00 ",2017-01-16T00:00:00.0000000,"100","10","0.93","12","344"
"11611131","Pleasant Valley","Austin","TX","78741","Townhouse","Entire home/apt","2","$130.00 ",2017-01-16T00:00:00.0000000,"100","10","1.54","30","301"
"446961","Upper Boggy Creek","Austin","TX","78722","House","Entire home/apt","3","$300.00 ",2017-01-16T00:00:00.0000000,"98","9","0.44","19","343"
"7481255","West Austin","Austin","TX","78703","House","Entire home/apt","6","$900.00 ",2017-01-16T00:00:00.0000000,"96","10","1.12","16","312"
"14090676","Old West Austin","Austin","TX","78703","Apartment","Entire home/apt","6","$1,674.00 ",2017-01-16T00:00:00.0000000,"80","9","0.49","20","77"
"7437292","Old West Austin","Austin","TX","78703","House","Entire home/apt","2","$253.00 ",2017-01-16T00:00:00.0000000,"100","10","1.45","4","20"
"5106222","East Downtown","Austin","TX","78702","House","Entire home/apt","6","$868.00 ",2017-01-16T00:00:00.0000000,"99","10","1.84","13","304"
"5382366","East Downtown","Austin","TX","78702","House","Entire home/apt","3","$295.00 ",2017-01-16T00:00:00.0000000,"93","9","1.07","0","2"
"8506283","Govalle","Austin","TX","78702","House","Entire home/apt","1","$99.00 ",2017-01-16T00:00:00.0000000,"100","10","1.2","4","333"
"2524101","East Congress","Austin","TX","78745","House","Private room","1","$45.00 ",2017-01-16T00:00:00.0000000,"96","9","0.58","23","358"
"347654","Travis Heights","Austin","TX","78704","House","Entire home/apt","3","$420.00 ",2017-01-16T00:00:00.0000000,"100","10","0.2","26","358"
"13766436","St. Edwards","Austin","TX","78704","House","Entire home/apt","2","$190.00 ",2017-01-16T00:00:00.0000000,"100","10","0.98","11","30"
"13207768","Zilker","Austin","TX","78704","House","Entire home/apt","2","$259.00 ",2017-01-16T00:00:00.0000000,"97","10","1.26","21","122"
"5506964","Zilker","Austin","TX","78704","House","Entire home/apt","4","$1,395.00 ",2017-01-16T00:00:00.0000000,"99","10","1.29","11","322"
"7698283","Barton Hills","Austin","TX","78704","House","Entire home/apt","5","$829.00 ",2017-01-16T00:00:00.0000000,"97","9","1.02","27","349"
"7724214","Zilker","Austin","TX","78704","Apartment","Entire home/apt","1","$175.00 ",2017-01-16T00:00:00.0000000,"99","10","3.01","0","91"
"6337429","Travis Heights","Austin","TX","78704","House","Entire home/apt","2","$189.00 ",2017-01-16T00:00:00.0000000,"100","9","0.21","2","308"
"4105042","Zilker","Austin","TX","78704","Apartment","Entire home/apt","2","$125.00 ",2017-01-16T00:00:00.0000000,"100","10","0.51","0","0"
"7743770","University Hills","Austin","TX","78723","House","Private room","1","$43.00 ",2017-01-16T00:00:00.0000000,"99","10","1.76","1","28"
"12187215","Mueller","Austin","TX","78723","Townhouse","Entire home/apt","2","$200.00 ",2017-01-16T00:00:00.0000000,"96","10","0.53","22","357"
"5422314","East Downtown","Austin","TX","78702","House","Private room","1","$295.00 ",2017-01-16T00:00:00.0000000,"100","10","0.07","0","0"
"9845536","Rosedale","Austin","TX","78756","House","Entire home/apt","3","$400.00 ",2017-01-17T00:00:00.0000000,"92","9","0.78","25","355"
"15188412","Wooten","Austin","TX","78757","Condominium","Entire home/apt","2","$195.00 ",2017-01-17T00:00:00.0000000,"100","10","0.6","29","364"
"13185632","Zilker","Austin","TX","78704","House","Private room","1","$195.00 ",2017-01-17T00:00:00.0000000,"100","10","0.58","18","302"
"11455670","Bouldin Creek","Austin","TX","78704","Apartment","Entire home/apt","1","$187.00 ",2017-01-17T00:00:00.0000000,"96","9","1.18","14","14"
"12885992","Barton Hills","Austin","TX","78704","House","Entire home/apt","2","$114.00 ",2017-01-17T00:00:00.0000000,"98","10","1.71","3","80"
"364269","Zilker","Austin","TX","78704","House","Entire home/apt","3","$295.00 ",2017-01-17T00:00:00.0000000,"97","10","0.45","14","289"
"13613190","MLK & 183","Austin","TX","78721","House","Private room","1","$75.00 ",2017-01-17T00:00:00.0000000,"100","10","0.65","17","352"
"16691554","North Loop","Austin","TX","78751","Guesthouse","Entire home/apt","0","$80.00 ",2017-01-18T00:00:00.0000000,"100","10","1.03","7","56"
"54628","West Congress","Austin","TX","78745","House","Private room","1","$45.00 ",2017-01-18T00:00:00.0000000,"100","9","0.12","20","339"
"16395259","Hancock","Austin","TX","78705","Serviced apartment","Entire home/apt","1","$100.00 ",2017-01-18T00:00:00.0000000,"80","10","0.61","0","0"
"10308994","University Hills","Austin","TX","78723","House","Entire home/apt","4","$288.00 ",2017-01-18T00:00:00.0000000,"97","10","1.08","14","329"
